adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,61675,tt0119565,en,L.A. Without a Map,"An ""aspiring Hollywood actress"" (Vinessa Shaw), on a visit to a charming North England town, has a brief fling with the town undertaker (David Tennant), who also writes obituaries for the local paper. Returning home, where she works as a waitress at a Japanese restaurant, she tells everyone about the handsome ""writer"" she met on her trip. Unfortunately, he decides to follow her back to Hollywood, setting up the expected light romantic comedy with asides as the newcomer gains experience about the goings on in Hollywood.",2.280865,/5ahmqnmTfJW4tc6CaYFdPnBwddk.jpg,"[{'name': 'Dan Films', 'id': 1854}, {'name': 'Euro American Films S.A.', 'id': 15499}, {'name': 'Marianna Films', 'id': 42263}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11-09-98,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,L.A. Without a Map,FALSE,6,11
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,61711,tt0054452,fr,La vérité,"Dominique Marceau is on trial for the murder of Gilbert Tellier. The counsels duel relentlessly, elaborating explanations for why the pretty, idle and fickle girl killed the talented and ambitious conductor freshly graduated from the conservatory. Was it passion, vengeance, desperation, an accident? The acquaintances of Gilbert testify, as well as Dominique's former lovers, and her sister, Annie, the studious violin player engaged to Gilbert. The evidence they give progressively paints a more finely-shaded picture of the personalities of Dominique and Gilbert, and of their relationship, than the eloquent and convincing justifications of the counsels.",1.179709,/vWBFL9Va2pBol9Hl887JhWogzIo.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",02-11-60,0,127,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Truth,FALSE,7.7,23
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}]",,61813,tt0112899,en,Dream Man,"Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her visions true, or planned by someone who knows what she can see?",0.155859,/7JbvfOA2hnWkSIJslAayK0AemDU.jpg,"[{'name': 'Keystone Pictures', 'id': 15709}, {'name': 'Dream Man Productions Inc', 'id': 52095}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",01-01-95,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dream Man,FALSE,2.5,1
FALSE,"{'id': 188138, 'name': 'Il Maresciallo Giraldi Collection', 'poster_path': '/epNJVOU4c5i4P6Idifr7NwEQ3xM.jpg', 'backdrop_path': '/4UWNAVofz3dxMKdYyz2toobAooM.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,61925,tt0075260,it,Squadra antiscippo,A top undercover cop finds and arrests a series of purse snatchers until he discovers an American at the top of an evil ring of thieves.,0.665794,/djJkrxKG0fCZgHc1B0iOHBiMlin.jpg,"[{'name': 'Cinemaster S.r.l.', 'id': 10519}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",11-03-76,0,95,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Cop in Blue Jeans...is dressed to kill.,The Cop in Blue Jeans,FALSE,6.8,7
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,62006,tt0044476,en,The Captive City,A small-town newspaper editor defies threats to expose the mob.,0.091194,/r6LcgmRPX2sZuVhi2HHguk1x6bu.jpg,"[{'name': 'Aspen Productions (I)', 'id': 37667}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-03-52,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,NO PUNCHES PULLED...NO TRUTHS UNTOLD!,The Captive City,FALSE,6,2
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,62036,tt0052589,it,Audace colpo dei soliti ignoti,"The usual gang of robbers in engaged by a thief from Milan to steal a suitcase full of money, but troubles will menace the success of the operation.",0.920408,/dDtGrmKlNb6Rowe1oZVAqROisCe.jpg,"[{'name': 'Titanus', 'id': 641}, {'name': 'Société Générale de Cinématographie (S.G.C.)', 'id': 8894}, {'name': 'Vides Cinematografica', 'id': 12111}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",19-12-59,0,0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Fiasco in Milan,FALSE,7.7,10
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,62077,tt1259570,es,Carne de neón,"Hoping to earn his mother's respect, a young hustler-turned-businessman tries to open a brothel with his two useless buddies.",1.06874,/v9rktdg6PkkpL25cKO7DXblarXz.jpg,[],[],09-10-10,0,101,"[{'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Neon Flesh,FALSE,5.8,17
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,62124,tt0216578,en,Les blessures assassines,"Based on the true story of two chambermaids (the Papin sisters) of 1930s France who murdered their employer and her daughter. Christine Papin (Sylvie Testud), and Léa Papin (Julie-Marie Parmentier) are sisters with an already troubled past. Madame Lancelin takes them into her home and employs the girls as maids. Christine sees in Madame Lancelin an ideal mother figure — in spite of her severity. But their wretched background — an indifferent mother and drunken abusive father — casts a shadow over the girls and over time their ill-fated situation darkens. The sisters withdraw into themselves and finish by committing the worst — killing Madame Lancelin and her daughter after six years of service, on the 2 February 1933 in Le Mans.",0.607812,/23sKuH7h2EAFIUi8eDt81GCLCUn.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",22-11-00,0,94,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,It wasn't just a crime.  It was a crime of passion.,Murderous Maids,FALSE,7.2,9
FALSE,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,62127,tt0113026,en,The Fantasticks,Two rural teens sing and dance their way through a forbidden romance and a dangerous travelling carnival.,0.995584,/coOzPkcj1J3H17vIomI5EePDDvq.jpg,"[{'name': 'Sullivan Street Productions', 'id': 51207}, {'name': 'Michael Ritchie Productions', 'id': 51208}, {'name': 'Radmin Company, The', 'id': 51209}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",27-12-95,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Try to remember the first time magic happened,The Fantasticks,FALSE,6.6,8
FALSE,,0,"[{'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",,62301,tt0228457,en,Jigoku no banken: kerubersu,"Detective Kouichi Todome -- head of the elite Kerberos police squad -- escapes after the unit is marked for destruction by the government. Three years later, Inui, a member of the squad, is released from prison with one goal: to find his former master. But the trail to Todome is a twisted one, and when Inui finally finds Todome, he realizes that instead of following his own path, Todome was following the orders of another.",0.008673,/yjDfzMVvgJCgooNduJ2Z0I8uEx1.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",31-12-91,0,99,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}]",,,Stray Dog: Kerberos Panzer Cops,FALSE,6.3,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,62321,tt1691323,el,Attenberg,"Marina, 23, is growing up with her architect father in a prototype factory town by the sea. Finding the human species strange and repellent, she keeps her distance. Instead she chooses to observe it through the songs of Suicide, the mammal documentaries of Sir David Attenborough, and the sexual-education lessons she receives from her only friend, Bella. A stranger comes to town and challenges her to a foosball duel, on her own table. Her father meanwhile ritualistically prepares for his exit from the 20th century, which he considers to be ""overrated."" Caught between the two men and her collaborator, Bella, Marina investigates the wondrous mystery of the human fauna.",2.7151,/av37of9zTyiRbZcsnehWrhEptS7.jpg,"[{'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Greek Film Center', 'id': 7254}, {'name': 'Boo Productions', 'id': 15113}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'Haos Film', 'id': 46563}, {'name': 'Stefi S.A.', 'id': 76880}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}]",14-09-10,0,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Attenberg,FALSE,5.9,33
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,62330,tt0070726,en,The Spook Who Sat by the Door,"A black man plays Uncle Tom in order to gain access to CIA training, then uses that knowledge to plot a new American Revolution.",0.005351,/fxjjBvyp1YGMW3Ye6amKza34ctw.jpg,"[{'name': 'Bokari', 'id': 93399}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21-09-73,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Spook Who Sat by the Door,FALSE,7,4
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,62347,tt0117373,it,Precious Find,The year is 2049. 200 years after the great Californian goldrush. The new generation of gold diggers are just as full of gold fever as their ancestors.,0.469421,/nMX57uQidKmpByglwvEMH0Ex1xH.jpg,[],[],01-01-96,0,85,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Precious Find,FALSE,4.3,2
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,62395,tt0047216,es,Marcelino pan y vino,"Left on the doorstep of a monastery as an infant, Marcelino was raised by the monks. He was well-cared for but lonely and missed having a mother. One day he found a special friend in the forbidden attic, hanging on a cross. A friend that would repay Marcelino's kindness by granting him one heart-felt wish.",1.406589,/3kC93MPfNxFGqATbRDQ4fFh6TSW.jpg,"[{'name': 'Koch Media', 'id': 10559}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",24-02-54,0,91,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Miracle of Marcelino,FALSE,6,34
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,62547,tt0044602,fr,Fanfan la Tulipe,"Fanfan is a young handsome peasant. He joins the army to escape marriage and because a gipsy girl predicted he will get glory and the king's daughter as a wife. But the gipsy girl was in fact Adeline, the daughter of the recruiting officer. Once he has discovered the stratagem, Fanfan refuses to forget this dream and decides to fulfill the destiny of the fake prediction. Fantastic swashbuckling adventures in a 18th century setting, with a light criticism of the war and the mighty.",0.591899,/o8UD4KgOw40A9OIShCrVpDQ9mlw.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",21-03-52,0,102,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Fan-Fan the Tulip,FALSE,5.6,12
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,62570,tt0063771,fr,Le vieil homme et l'enfant,"A story of the caring friendship formed between a crusty, old anti-Semite and an eight-year-old Jewish boy who goes to live with him during World War II.",0.262582,/iMzNAgNpurHEEGOrq8GFpuki9vF.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",08-03-67,0,90,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Two of Us,FALSE,7.4,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,62661,tt0044013,en,The Second Woman,"In flashback from a 'Rebecca'-style beginning: Ellen Foster, visiting her aunt on the California coast, meets neighbor Jeff Cohalan and his ultramodern clifftop house. Ellen is strongly attracted to Jeff, who's being plagued by unexplainable accidents, major and minor. Bad luck, persecution...or paranoia? Warned that Jeff could be dangerous, Ellen fears that he's in danger, as the menacing atmosphere darkens.",0.470505,/ed17fmCecfUrMuJkIQGqP2x9pTk.jpg,"[{'name': 'Cardinal Pictures (II)', 'id': 14276}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",07-07-50,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Not since 'SPELLBOUND' a masterpiece of suspense like this!,The Second Woman,FALSE,5.5,7
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,62684,tt1522296,de,Snowman's Land,"When the wife of a crime boss is accidentally killed, the hit man who was hired to protect the remote house in which she was living tries to keep her death under wraps. Fearing vengeance from the gangster, he's soon locked in a fight for survival.",0.354054,/3p07plTRD3ZalbMoE9Yg3fQZ5YF.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",19-09-10,0,0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Snowman's Land,FALSE,5.6,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,62694,tt0040806,en,The Snake Pit,Olivia de Havilland stars in this look inside a state-run insane asylum.,1.384302,/wLO2TVjM4UUQUwOq7RqfS8PCdMC.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",04-11-48,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Married and in Love . . . with a Man She Didn't Know or Want!,The Snake Pit,FALSE,7.1,19
FALSE,"{'id': 188138, 'name': 'Il Maresciallo Giraldi Collection', 'poster_path': '/epNJVOU4c5i4P6Idifr7NwEQ3xM.jpg', 'backdrop_path': '/4UWNAVofz3dxMKdYyz2toobAooM.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",,62715,tt0078802,it,Assassinio sul Tevere,A black-out occurs during the meeting of a gang of criminals. When the light is back one of them is found killed with a stab on his back and all the clues point to a penniless man who had an argument with the victim a short time before the murder.,1.022522,/esLQbKmkkRa5C7WixVrWrPmRqBi.jpg,"[{'name': 'Cinemaster S.r.l.', 'id': 10519}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",12-10-79,0,98,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Assassination on the Tiber,FALSE,6.5,5
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,62726,tt0926037,en,Avrora,"Aurora dreams about becoming a talented ballet dancer one day. However, life is not so simple. 12-year-old orphan Aurora Nedelina lives in an orphanage in Pripyat and accidentally becomes a witness to the explosion at the Chernobyl APP. Having received a critical dose of radiation, she is sent to an American hospital where she meets the rich American Russian, Nick Astakhov--the world-famous dancer who had emigrated from the USSR 15 years prior. Nick is talented, successful, young, yet disappointed in life. Meeting up with Aurora helps Nick turn it all around. However, with each day, Aurora fades away a little more. Only something short of a miracle can save her",0.175627,/ibdc0nGnOxZSMqXxEPhHNkxYnCr.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",30-11-06,0,107,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Aurora,FALSE,3.5,2
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,62749,tt0035689,en,Bombardier,"A documentary/drama about the training of bombardiers during WWII. Major Chick Davis proves to the U.S. Army the superiority of high altitude precision bombing, and establishes a school for bombardiers. Training is followed in semi-documentary style, with personal dramas in subplots. The climax is a spectacular, if somewhat jingoistic, battle sequence.",0.574158,/mgyRGUgLitiAqARfWsu0Zh86YSW.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",14-05-43,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See the bombing of Tokyo before your very eyes,Bombardier,FALSE,5.3,3
FALSE,,85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,62764,tt1667353,en,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",14.170183,/twCU43qv4VVqqsIi1NMnGj2kXmp.jpg,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Yucaipa Films', 'id': 12005}, {'name': 'Goldmann Pictures', 'id': 12006}, {'name': 'Rat Entertainment', 'id': 12007}, {'name': 'Misha Films', 'id': 12008}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",15-03-12,183018522,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Snow White legend comes alive.,Mirror Mirror,FALSE,5.5,1148
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,62789,tt0074262,it,Cadaveri eccellenti,A detective (inspector Rogas) is assigned to investigate the mysterious murders of some Supreme Court judges. During the investigation he discovers a complot that involves the Italian Communist Party. (IMDb),0.647341,/lUl84qmKuVmybF1Wg7fS3AEko5f.jpg,"[{'name': 'Les Productions Artistes Associés', 'id': 64}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",12-02-76,0,120,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Illustrious Corpses,FALSE,6.5,10
FALSE,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",,62825,tt0168123,fi,Pitkä kuuma kesä,"The story of a rock band ""Kalle Päätalo"" in the 1980s.",0.261709,/lFmv596SDIInlKX36XV7Y9PTu3C.jpg,[],[],26-03-99,0,0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,They were young. They were beautiful. They were born to win.,A Long Hot Summer,FALSE,6.1,7
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,62978,tt0067701,fr,La Salamandre,"Two men, arty though somewhat staid, are drawn to the spirited and quixotic Rosemonde....",0.187435,/80XZBwXGVDr2w6wxlAa8oioYPqk.jpg,"[{'name': 'Filmograph S.A.', 'id': 8451}, {'name': 'Forum Films', 'id': 20550}, {'name': 'Svocine', 'id': 75848}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}]",27-10-71,0,125,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Salamander,FALSE,7.4,5
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,63066,tt0280381,es,25 Watts,"Montevideo, Saturday, 7 in the morning. El Leche, Javi, and Seba have not gone to sleep yet. Tired and bored, they sit in the usual wall fence to have a beer. On a lazy summer Saturday the three boys each with their own worries—studies, work, and, of course, love.",0.45289,/q2YTO9rw8lisWFEK9tBZWqcdjAb.jpg,"[{'name': 'Ctrl Z Films', 'id': 67853}, {'name': 'Taxi Films', 'id': 74901}, {'name': 'Imágenes', 'id': 93535}]","[{'iso_3166_1': 'UY', 'name': 'Uruguay'}]",01-01-01,0,94,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,25 Watts,FALSE,5.7,8
FALSE,,0,[],,63074,tt0470082,it,Le rose del deserto,"A sanitary battalion of Italian Army is sent to Sorman oasis in Lybia during the Africa campaign in 1940. Soon an Italian missionary, living nearby, succeed to transform the occupation by Italian Army in a kind of humanitarian mission. In fact all the battalion is involved to help the local population. The war anyway goes on with no regards to human feelings. The ""glorious"" Fascist campaign is going to became a fast retreat.",0.639412,/ulKVbDDkWQFR7RvVn32AXRGo7T9.jpg,[],[],01-01-06,0,102,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Le rose del deserto,FALSE,5.8,2
FALSE,"{'id': 286948, 'name': 'Nemesis Collection', 'poster_path': '/nKAGlTL97Sp1zIy3f6rGEqjyjGG.jpg', 'backdrop_path': None}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,63105,tt0113948,en,Nemesis 2 - Nebula,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",1.466491,/mY7SX6aBDumSweQMTCdfrIbMLAa.jpg,"[{'name': 'Filmwerks', 'id': 7954}, {'name': 'Imperial Entertainment', 'id': 21437}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-09-95,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Future Just Got Darker,Nemesis 2 - Nebula,FALSE,4.6,10
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,63146,tt1007026,en,Cleanflix,"When a small Utah-based edited movie company is caught sanitizing Hollywood's copyrighted material, the film industry strikes back with a devastating blow.",0.589383,/xWTs8VqOVgcC4W07uSh5I5OyJcB.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-02-10,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Cleanflix,FALSE,6.4,7
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,63187,tt0069156,it,La Ragazza Dalla Pelle Di Luna,"Also known as The Sinner on UK VHS, this one could almost be mistaken for a D'Amato Black Emanuelle film (as well as Jess Franco who also had a film with the same video title). The Italian title translates as The Moon-Skinned Girl, a reference to the amazingly attractive Zeudi Araya, who made two other films with the same director. As a film it really typifies the 'eurotika' of the 1970s - the story concerns a couple with marital problems who escape to the Seychelles and the husband meets - and has an affair with - the title character. The wife meanwhile meets an ex-pat living there (Giacomo Rossi-Stuart!) with whom she has a fling. The couple realise their love for each other and return home stronger for it.",0.898086,/gZ1UvDlYaD5ZTo2sR4VjTlGPdos.jpg,"[{'name': 'Produzioni Atlas Consorziate (P.A.C.)', 'id': 4745}, {'name': 'Aquila Cinematografica', 'id': 23852}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",01-01-72,0,79,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Sinner,FALSE,0,0
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,63206,tt1292039,en,Starz Inside: Fantastic Flesh,"This documentary delves into the art of make-up effects with industry legends Dick Smith, Rob Bottin, Tom Savini, John Landis, Frank Darabont, Joe Dante and many others with a strong focus on Greg Nicotero and Howard Berger of KNB Make-Up EFX. Written by Kevin VanHook",0.386706,/zCbAoxCbzrVjlpDH7lgi2dgqxlP.jpg,[],[],07-10-08,0,60,[],Released,The Art of Make-Up EFX,Starz Inside: Fantastic Flesh,FALSE,7,1
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,63258,tt0049397,ru,Карнавальная Ночь,"It is the New Year's Eve and the employees of an Economics Institute are ready with their annual New Year's entertainment program. It includes a lot of dancing and singing, jazz band performance and even magic tricks. Suddenly, an announcement is made that a new director has been elected and that he is arriving shortly. Comrade Ogurtsov arrives in time to review and disapprove of the scheduled entertainment. To him, holiday fun has a different meaning. He imagines speakers reading annual reports to show the Institute's progress over the year, and, perhaps, a bit of serious music, something from the Classics, played by the Veterans' Orchestra. Obviously, no one wants to change the program a few hours before the show, much less to replace it with something so boring! Now everyone has to team up in order to prevent Ogurtsov from getting to the stage. As some of them trap Ogurtsov one way or another, others perform their scheduled pieces and celebrate New Year's Eve.",0.514901,/4xYmR6nqGBMdZeU7p6IrtQNyS5M.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",29-12-56,0,78,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Carnival Night,FALSE,5.8,13
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,63291,tt0130195,ru,Приходите завтра...,"Young girl from the country come to Moscow, she wants to get into University, but it's too late... Anyway, she won't give up and will do everything to get a meeting with dean and sing for him.",1.010353,/umGE8liWhWebzI93eD2gzC1jKB1.jpg,"[{'name': 'Odessa Film Studios', 'id': 13852}]","[{'iso_3166_1': 'UA', 'name': 'Ukraine'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",03-12-62,0,98,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Come Tomorrow...,FALSE,5.2,3
FALSE,,250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,63333,tt0047033,en,Gog,A mechanical brain is programmed to sabotage the government's secret lab while working on the first space station.,1.106166,/beMHrXHnf2UC3AF05R1KggJlRGf.jpg,"[{'name': 'Ivan Tors Productions', 'id': 5328}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",04-06-54,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"... and then, without warning, the machine became a frankenstein of steel!",Gog,FALSE,5.4,11
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,63334,tt0376874,en,Sexual Life,Disparate individuals rationalize their infidelities.,0.116586,/lOA3gIj0mp6kubifhd90aZOtK9a.jpg,[],[],05-01-05,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's all about sex.,Sexual Life,FALSE,4,1
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,63465,tt1897945,ko,쩨쩨한 로맨스,"A comic artist and an unemployed sex columnist are trying to work together in order to win a lucrative comic-book competition. An adult cartoon contest is announced offering a W130 million prize. Da-Rim (Choi Gang-Hee) does translation work for an adult magazine. Da-Rim wants to become a writer. Due to her creativity, Da-Rim is always making mistakes and gets fired by company. Talented cartoonist Jung-Bae (Lee Sun-Kyun) is constantly turned down by publishing companies because of his poor story lines. The two, who seemed perfectly matched, team up for the adult cartoon contest. Trouble is set to brew ...",0.889214,/zdL1m0HjImoqomFa47jP4VFmFTO.jpg,"[{'name': 'Lotte Entertainment', 'id': 7819}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",10-08-10,0,118,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Petty Romance,FALSE,6.2,11
